,Cases,Death,Date_year,Date_month,Date_day
619,2956.0,11.0,2023,9,12
620,2944.0,15.0,2023,9,13
621,2663.0,11.0,2023,9,14
622,2129.0,12.0,2023,9,15
623,2598.0,14.0,2023,9,16
624,3122.0,18.0,2023,9,17
625,3084.0,17.0,2023,9,18
626,3027.0,7.0,2023,9,19
627,3015.0,21.0,2023,9,20
628,2889.0,8.0,2023,9,21
629,2153.0,4.0,2023,9,22
630,2865.0,14.0,2023,9,23
631,3008.0,16.0,2023,9,24
632,3033.0,19.0,2023,9,25
633,3123.0,15.0,2023,9,26
634,2950.0,15.0,2023,9,27
635,2357.0,9.0,2023,9,28
636,1793.0,8.0,2023,9,29
637,2425.0,14.0,2023,9,30
638,2882.0,17.0,2023,10,1
639,2596.0,11.0,2023,10,2
640,2799.0,13.0,2023,10,3
641,2564.0,16.0,2023,10,4
642,2617.0,9.0,2023,10,5
643,1800.0,9.0,2023,10,6
644,2158.0,15.0,2023,10,7
645,2742.0,7.0,2023,10,8
